file_id,filename,species,filepath,duration_sec,sample_rate,source
cat_0036,cat_local_F_SPI01_EU_MN_NAI01_203.wav,cat,data/processed/cat_local_F_SPI01_EU_MN_NAI01_203.wav,2.0,22050,local
cat_0037,cat_local_F_SPI01_EU_MN_NAI01_301.wav,cat,data/processed/cat_local_F_SPI01_EU_MN_NAI01_301.wav,2.0,22050,local
cat_0038,cat_local_F_WHO01_MC_FI_SIM01_101.wav,cat,data/processed/cat_local_F_WHO01_MC_FI_SIM01_101.wav,2.0,22050,local
cat_0039,cat_local_I_ANI01_MC_FN_SIM01_101.wav,cat,data/processed/cat_local_I_ANI01_MC_FN_SIM01_101.wav,2.0,22050,local
cat_0040,cat_local_I_ANI01_MC_FN_SIM01_102.wav,cat,data/processed/cat_local_I_ANI01_MC_FN_SIM01_102.wav,2.0,22050,local
cat_0041,cat_local_I_ANI01_MC_FN_SIM01_103.wav,cat,data/processed/cat_local_I_ANI01_MC_FN_SIM01_103.wav,2.0,22050,local
cat_0042,cat_local_I_ANI01_MC_FN_SIM01_104.wav,cat,data/processed/cat_local_I_ANI01_MC_FN_SIM01_104.wav,2.0,22050,local
cat_0043,cat_local_I_BLE01_EU_FN_DEL01_101.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_101.wav,2.0,22050,local
cat_0044,cat_local_I_BLE01_EU_FN_DEL01_202.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_202.wav,2.0,22050,local
cat_0045,cat_local_I_BLE01_EU_FN_DEL01_203.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_203.wav,2.0,22050,local
cat_0046,cat_local_I_BLE01_EU_FN_DEL01_204.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_204.wav,2.0,22050,local
cat_0047,cat_local_I_BLE01_EU_FN_DEL01_206.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_206.wav,2.0,22050,local
cat_0048,cat_local_I_BLE01_EU_FN_DEL01_212.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_212.wav,2.0,22050,local
cat_0049,cat_local_I_BLE01_EU_FN_DEL01_217.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_217.wav,2.0,22050,local
cat_0050,cat_local_I_BLE01_EU_FN_DEL01_218.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_218.wav,2.0,22050,local
cat_0051,cat_local_I_BLE01_EU_FN_DEL01_301.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_301.wav,2.0,22050,local
cat_0052,cat_local_I_BLE01_EU_FN_DEL01_304.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_304.wav,2.0,22050,local
cat_0053,cat_local_I_BLE01_EU_FN_DEL01_305.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_305.wav,2.0,22050,local
cat_0054,cat_local_I_BLE01_EU_FN_DEL01_306.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_306.wav,2.0,22050,local
cat_0055,cat_local_I_BLE01_EU_FN_DEL01_401.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_401.wav,2.0,22050,local
cat_0056,cat_local_I_BLE01_EU_FN_DEL01_405.wav,cat,data/processed/cat_local_I_BLE01_EU_FN_DEL01_405.wav,2.0,22050,local
cat_0057,cat_local_I_BRA01_MC_MN_SIM01_104.wav,cat,data/processed/cat_local_I_BRA01_MC_MN_SIM01_104.wav,2.0,22050,local
cat_0058,cat_local_I_BRA01_MC_MN_SIM01_301.wav,cat,data/processed/cat_local_I_BRA01_MC_MN_SIM01_301.wav,2.0,22050,local
cat_0059,cat_local_I_CAN01_EU_FN_GIA01_205.wav,cat,data/processed/cat_local_I_CAN01_EU_FN_GIA01_205.wav,2.0,22050,local
cat_0060,cat_local_I_CLE01_EU_FN_FER01_101.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_101.wav,2.0,22050,local
cat_0061,cat_local_I_CLE01_EU_FN_FER01_103.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_103.wav,2.0,22050,local
cat_0062,cat_local_I_CLE01_EU_FN_FER01_107.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_107.wav,2.0,22050,local
cat_0063,cat_local_I_CLE01_EU_FN_FER01_109.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_109.wav,2.0,22050,local
cat_0064,cat_local_I_CLE01_EU_FN_FER01_110.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_110.wav,2.0,22050,local
cat_0065,cat_local_I_CLE01_EU_FN_FER01_115.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_115.wav,2.0,22050,local
cat_0066,cat_local_I_CLE01_EU_FN_FER01_116.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_116.wav,2.0,22050,local
cat_0067,cat_local_I_CLE01_EU_FN_FER01_118.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_118.wav,2.0,22050,local
cat_0068,cat_local_I_CLE01_EU_FN_FER01_119.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_119.wav,2.0,22050,local
cat_0069,cat_local_I_CLE01_EU_FN_FER01_120.wav,cat,data/processed/cat_local_I_CLE01_EU_FN_FER01_120.wav,2.0,22050,local
cat_0070,cat_local_I_DAK01_MC_FN_SIM01_303.wav,cat,data/processed/cat_local_I_DAK01_MC_FN_SIM01_303.wav,2.0,22050,local
cat_0071,cat_local_I_MAG01_EU_FN_FED01_101.wav,cat,data/processed/cat_local_I_MAG01_EU_FN_FED01_101.wav,2.0,22050,local
cat_0072,cat_local_I_MAT01_EU_FN_RIT01_201.wav,cat,data/processed/cat_local_I_MAT01_EU_FN_RIT01_201.wav,2.0,22050,local
cat_0073,cat_local_I_MAT01_EU_FN_RIT01_203.wav,cat,data/processed/cat_local_I_MAT01_EU_FN_RIT01_203.wav,2.0,22050,local
cat_0074,cat_local_I_MAT01_EU_FN_RIT01_207.wav,cat,data/processed/cat_local_I_MAT01_EU_FN_RIT01_207.wav,2.0,22050,local
cat_0075,cat_local_I_MAT01_EU_FN_RIT01_208.wav,cat,data/processed/cat_local_I_MAT01_EU_FN_RIT01_208.wav,2.0,22050,local
cat_0076,cat_local_I_MAT01_EU_FN_RIT01_210.wav,cat,data/processed/cat_local_I_MAT01_EU_FN_RIT01_210.wav,2.0,22050,local
cat_0077,cat_local_I_MIN01_EU_FN_BEN01_101.wav,cat,data/processed/cat_local_I_MIN01_EU_FN_BEN01_101.wav,2.0,22050,local
cat_0078,cat_local_I_MIN01_EU_FN_BEN01_103.wav,cat,data/processed/cat_local_I_MIN01_EU_FN_BEN01_103.wav,2.0,22050,local
cat_0079,cat_local_I_MIN01_EU_FN_BEN01_104.wav,cat,data/processed/cat_local_I_MIN01_EU_FN_BEN01_104.wav,2.0,22050,local
cat_0080,cat_local_I_MIN01_EU_FN_BEN01_105.wav,cat,data/processed/cat_local_I_MIN01_EU_FN_BEN01_105.wav,2.0,22050,local
cat_0081,cat_local_I_MIN01_EU_FN_BEN01_106.wav,cat,data/processed/cat_local_I_MIN01_EU_FN_BEN01_106.wav,2.0,22050,local
cat_0082,cat_local_I_NUL01_MC_MI_SIM01_203.wav,cat,data/processed/cat_local_I_NUL01_MC_MI_SIM01_203.wav,2.0,22050,local
cat_0083,cat_local_I_NUL01_MC_MI_SIM01_204.wav,cat,data/processed/cat_local_I_NUL01_MC_MI_SIM01_204.wav,2.0,22050,local
cat_0084,cat_local_I_NUL01_MC_MI_SIM01_205.wav,cat,data/processed/cat_local_I_NUL01_MC_MI_SIM01_205.wav,2.0,22050,local
cat_0085,cat_local_I_SPI01_EU_MN_NAI01_101.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_101.wav,2.0,22050,local
cat_0086,cat_local_I_SPI01_EU_MN_NAI01_102.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_102.wav,2.0,22050,local
cat_0087,cat_local_I_SPI01_EU_MN_NAI01_103.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_103.wav,2.0,22050,local
cat_0088,cat_local_I_SPI01_EU_MN_NAI01_104.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_104.wav,2.0,22050,local
cat_0089,cat_local_I_SPI01_EU_MN_NAI01_105.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_105.wav,2.0,22050,local
cat_0090,cat_local_I_SPI01_EU_MN_NAI01_201.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_201.wav,2.0,22050,local
cat_0091,cat_local_I_SPI01_EU_MN_NAI01_202.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_202.wav,2.0,22050,local
cat_0092,cat_local_I_SPI01_EU_MN_NAI01_203.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_203.wav,2.0,22050,local
cat_0093,cat_local_I_SPI01_EU_MN_NAI01_204.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_204.wav,2.0,22050,local
cat_0094,cat_local_I_SPI01_EU_MN_NAI01_205.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_205.wav,2.0,22050,local
cat_0095,cat_local_I_SPI01_EU_MN_NAI01_301.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_301.wav,2.0,22050,local
cat_0096,cat_local_I_SPI01_EU_MN_NAI01_302.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_302.wav,2.0,22050,local
cat_0097,cat_local_I_SPI01_EU_MN_NAI01_303.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_303.wav,2.0,22050,local
cat_0098,cat_local_I_SPI01_EU_MN_NAI01_304.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_304.wav,2.0,22050,local
cat_0099,cat_local_I_SPI01_EU_MN_NAI01_305.wav,cat,data/processed/cat_local_I_SPI01_EU_MN_NAI01_305.wav,2.0,22050,local
cat_0100,cat_local_I_WHO01_MC_FI_SIM01_101.wav,cat,data/processed/cat_local_I_WHO01_MC_FI_SIM01_101.wav,2.0,22050,local
cat_0101,cat_local_I_WHO01_MC_FI_SIM01_105.wav,cat,data/processed/cat_local_I_WHO01_MC_FI_SIM01_105.wav,2.0,22050,local
cat_0102,cat_local_I_WHO01_MC_FI_SIM01_106.wav,cat,data/processed/cat_local_I_WHO01_MC_FI_SIM01_106.wav,2.0,22050,local
cat_0103,cat_local_I_WHO01_MC_FI_SIM01_108.wav,cat,data/processed/cat_local_I_WHO01_MC_FI_SIM01_108.wav,2.0,22050,local
cat_0104,cat_local_I_WHO01_MC_FI_SIM01_116.wav,cat,data/processed/cat_local_I_WHO01_MC_FI_SIM01_116.wav,2.0,22050,local
cat_0105,cat_local_I_WHO01_MC_FI_SIM01_201.wav,cat,data/processed/cat_local_I_WHO01_MC_FI_SIM01_201.wav,2.0,22050,local
cat_0106,cat_local_esc50_cat_1-34094-A-5.wav,cat,data/processed/cat_local_esc50_cat_1-34094-A-5.wav,2.0,22050,esc50
cat_0107,cat_local_esc50_cat_1-34094-B-5.wav,cat,data/processed/cat_local_esc50_cat_1-34094-B-5.wav,2.0,22050,esc50
cat_0108,cat_local_esc50_cat_1-47819-A-5.wav,cat,data/processed/cat_local_esc50_cat_1-47819-A-5.wav,2.0,22050,esc50
cat_0109,cat_local_esc50_cat_1-47819-B-5.wav,cat,data/processed/cat_local_esc50_cat_1-47819-B-5.wav,2.0,22050,esc50
cat_0110,cat_local_esc50_cat_1-47819-C-5.wav,cat,data/processed/cat_local_esc50_cat_1-47819-C-5.wav,2.0,22050,esc50
cat_0111,cat_local_esc50_cat_1-56380-A-5.wav,cat,data/processed/cat_local_esc50_cat_1-56380-A-5.wav,2.0,22050,esc50
cat_0112,cat_local_esc50_cat_1-56380-B-5.wav,cat,data/processed/cat_local_esc50_cat_1-56380-B-5.wav,2.0,22050,esc50
cat_0113,cat_local_esc50_cat_1-79113-A-5.wav,cat,data/processed/cat_local_esc50_cat_1-79113-A-5.wav,2.0,22050,esc50
cat_0114,cat_local_esc50_cat_2-110010-A-5.wav,cat,data/processed/cat_local_esc50_cat_2-110010-A-5.wav,2.0,22050,esc50
cat_0115,cat_local_esc50_cat_2-110011-A-5.wav,cat,data/processed/cat_local_esc50_cat_2-110011-A-5.wav,2.0,22050,esc50
cat_0116,cat_local_esc50_cat_2-69131-A-5.wav,cat,data/processed/cat_local_esc50_cat_2-69131-A-5.wav,2.0,22050,esc50
cat_0117,cat_local_esc50_cat_2-69131-B-5.wav,cat,data/processed/cat_local_esc50_cat_2-69131-B-5.wav,2.0,22050,esc50
cat_0118,cat_local_esc50_cat_2-82274-A-5.wav,cat,data/processed/cat_local_esc50_cat_2-82274-A-5.wav,2.0,22050,esc50
cat_0119,cat_local_esc50_cat_2-82274-B-5.wav,cat,data/processed/cat_local_esc50_cat_2-82274-B-5.wav,2.0,22050,esc50
cat_0120,cat_local_esc50_cat_2-83934-A-5.wav,cat,data/processed/cat_local_esc50_cat_2-83934-A-5.wav,2.0,22050,esc50
cat_0121,cat_local_esc50_cat_2-83934-B-5.wav,cat,data/processed/cat_local_esc50_cat_2-83934-B-5.wav,2.0,22050,esc50
cat_0122,cat_local_esc50_cat_3-146964-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-146964-A-5.wav,2.0,22050,esc50
cat_0123,cat_local_esc50_cat_3-146965-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-146965-A-5.wav,2.0,22050,esc50
cat_0124,cat_local_esc50_cat_3-146972-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-146972-A-5.wav,2.0,22050,esc50
cat_0125,cat_local_esc50_cat_3-95694-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-95694-A-5.wav,2.0,22050,esc50
cat_0126,cat_local_esc50_cat_3-95695-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-95695-A-5.wav,2.0,22050,esc50
cat_0127,cat_local_esc50_cat_3-95695-B-5.wav,cat,data/processed/cat_local_esc50_cat_3-95695-B-5.wav,2.0,22050,esc50
cat_0128,cat_local_esc50_cat_3-95697-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-95697-A-5.wav,2.0,22050,esc50
cat_0129,cat_local_esc50_cat_3-95698-A-5.wav,cat,data/processed/cat_local_esc50_cat_3-95698-A-5.wav,2.0,22050,esc50
cat_0130,cat_local_esc50_cat_4-120160-A-5.wav,cat,data/processed/cat_local_esc50_cat_4-120160-A-5.wav,2.0,22050,esc50
cat_0131,cat_local_esc50_cat_4-133047-A-5.wav,cat,data/processed/cat_local_esc50_cat_4-133047-A-5.wav,2.0,22050,esc50
cat_0132,cat_local_esc50_cat_4-133047-B-5.wav,cat,data/processed/cat_local_esc50_cat_4-133047-B-5.wav,2.0,22050,esc50
cat_0133,cat_local_esc50_cat_4-133047-C-5.wav,cat,data/processed/cat_local_esc50_cat_4-133047-C-5.wav,2.0,22050,esc50
cat_0134,cat_local_esc50_cat_4-149940-A-5.wav,cat,data/processed/cat_local_esc50_cat_4-149940-A-5.wav,2.0,22050,esc50
cat_0135,cat_local_esc50_cat_4-149940-B-5.wav,cat,data/processed/cat_local_esc50_cat_4-149940-B-5.wav,2.0,22050,esc50
cat_0136,cat_local_esc50_cat_4-161303-A-5.wav,cat,data/processed/cat_local_esc50_cat_4-161303-A-5.wav,2.0,22050,esc50
cat_0137,cat_local_esc50_cat_4-161303-B-5.wav,cat,data/processed/cat_local_esc50_cat_4-161303-B-5.wav,2.0,22050,esc50
cat_0138,cat_local_esc50_cat_5-169983-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-169983-A-5.wav,2.0,22050,esc50
cat_0139,cat_local_esc50_cat_5-172299-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-172299-A-5.wav,2.0,22050,esc50
cat_0140,cat_local_esc50_cat_5-172639-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-172639-A-5.wav,2.0,22050,esc50
cat_0141,cat_local_esc50_cat_5-177614-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-177614-A-5.wav,2.0,22050,esc50
cat_0142,cat_local_esc50_cat_5-214759-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-214759-A-5.wav,2.0,22050,esc50
cat_0143,cat_local_esc50_cat_5-214759-B-5.wav,cat,data/processed/cat_local_esc50_cat_5-214759-B-5.wav,2.0,22050,esc50
cat_0144,cat_local_esc50_cat_5-256452-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-256452-A-5.wav,2.0,22050,esc50
cat_0145,cat_local_esc50_cat_5-259169-A-5.wav,cat,data/processed/cat_local_esc50_cat_5-259169-A-5.wav,2.0,22050,esc50
cat_0146,cat_sounddino_angry-cat-cry.wav,cat,data/processed/cat_sounddino_angry-cat-cry.wav,2.0,22050,sounddino
cat_0147,cat_sounddino_angry-cat-scream-after-fight.wav,cat,data/processed/cat_sounddino_angry-cat-scream-after-fight.wav,2.0,22050,sounddino
cat_0148,cat_sounddino_big-wild-cat-cry.wav,cat,data/processed/cat_sounddino_big-wild-cat-cry.wav,2.0,22050,sounddino
cat_0149,cat_sounddino_cat-meows.wav,cat,data/processed/cat_sounddino_cat-meows.wav,2.0,22050,sounddino
cat_0150,cat_sounddino_cry-of-a-hungry-cat.wav,cat,data/processed/cat_sounddino_cry-of-a-hungry-cat.wav,2.0,22050,sounddino
cat_0151,cat_sounddino_domestic-cat-asks-for-food.wav,cat,data/processed/cat_sounddino_domestic-cat-asks-for-food.wav,2.0,22050,sounddino
cat_0152,cat_sounddino_furious-cat-hiss.wav,cat,data/processed/cat_sounddino_furious-cat-hiss.wav,2.0,22050,sounddino
cat_0153,cat_sounddino_march-cat-screaming.wav,cat,data/processed/cat_sounddino_march-cat-screaming.wav,2.0,22050,sounddino
cat_0154,cat_sounddino_meowing-cat-in-trouble.wav,cat,data/processed/cat_sounddino_meowing-cat-in-trouble.wav,2.0,22050,sounddino
cat_0155,cat_sounddino_nervous-cry-of-an-angry-cat.wav,cat,data/processed/cat_sounddino_nervous-cry-of-an-angry-cat.wav,2.0,22050,sounddino
cat_0156,cat_sounddino_persian-cat-meowing.wav,cat,data/processed/cat_sounddino_persian-cat-meowing.wav,2.0,22050,sounddino
cat_0157,cat_sounddino_single-cat-hissing.wav,cat,data/processed/cat_sounddino_single-cat-hissing.wav,2.0,22050,sounddino
cat_0158,cat_sounddino_stressed-cat-meows-and-hisses.wav,cat,data/processed/cat_sounddino_stressed-cat-meows-and-hisses.wav,2.0,22050,sounddino
cat_0159,cat_sounddino_wounded-cat-cry-for-help.wav,cat,data/processed/cat_sounddino_wounded-cat-cry-for-help.wav,2.0,22050,sounddino
cow_0001,cow_local_1-16568-A.wav,cow,data/processed/cow_local_1-16568-A.wav,2.0,22050,local
cow_0002,cow_local_1-202111-A.wav,cow,data/processed/cow_local_1-202111-A.wav,2.0,22050,local
cow_0003,cow_local_1-58277-A.wav,cow,data/processed/cow_local_1-58277-A.wav,2.0,22050,local
cow_0004,cow_local_1-69422-A.wav,cow,data/processed/cow_local_1-69422-A.wav,2.0,22050,local
cow_0005,cow_local_1-69641-A.wav,cow,data/processed/cow_local_1-69641-A.wav,2.0,22050,local
cow_0006,cow_local_1-77160-A.wav,cow,data/processed/cow_local_1-77160-A.wav,2.0,22050,local
cow_0007,cow_local_1-77241-A.wav,cow,data/processed/cow_local_1-77241-A.wav,2.0,22050,local
cow_0008,cow_local_1-81269-A.wav,cow,data/processed/cow_local_1-81269-A.wav,2.0,22050,local
cow_0009,cow_local_2-103423-A.wav,cow,data/processed/cow_local_2-103423-A.wav,2.0,22050,local
cow_0010,cow_local_2-103424-A.wav,cow,data/processed/cow_local_2-103424-A.wav,2.0,22050,local
cow_0011,cow_local_2-103426-A.wav,cow,data/processed/cow_local_2-103426-A.wav,2.0,22050,local
cow_0012,cow_local_2-103427-A.wav,cow,data/processed/cow_local_2-103427-A.wav,2.0,22050,local
cow_0013,cow_local_2-103428-A.wav,cow,data/processed/cow_local_2-103428-A.wav,2.0,22050,local
cow_0014,cow_local_2-104877-A.wav,cow,data/processed/cow_local_2-104877-A.wav,2.0,22050,local
cow_0015,cow_local_2-117795-A.wav,cow,data/processed/cow_local_2-117795-A.wav,2.0,22050,local
cow_0016,cow_local_2-117795-B.wav,cow,data/processed/cow_local_2-117795-B.wav,2.0,22050,local
cow_0017,cow_local_3-124376-A.wav,cow,data/processed/cow_local_3-124376-A.wav,2.0,22050,local
cow_0018,cow_local_3-124376-B.wav,cow,data/processed/cow_local_3-124376-B.wav,2.0,22050,local
cow_0019,cow_local_3-126358-A.wav,cow,data/processed/cow_local_3-126358-A.wav,2.0,22050,local
cow_0020,cow_local_3-126358-B.wav,cow,data/processed/cow_local_3-126358-B.wav,2.0,22050,local
cow_0021,cow_local_3-152039-A.wav,cow,data/processed/cow_local_3-152039-A.wav,2.0,22050,local
cow_0022,cow_local_3-152039-B.wav,cow,data/processed/cow_local_3-152039-B.wav,2.0,22050,local
cow_0023,cow_local_3-160993-A.wav,cow,data/processed/cow_local_3-160993-A.wav,2.0,22050,local
cow_0024,cow_local_3-163727-A.wav,cow,data/processed/cow_local_3-163727-A.wav,2.0,22050,local
cow_0025,cow_local_4-174860-A.wav,cow,data/processed/cow_local_4-174860-A.wav,2.0,22050,local
cow_0026,cow_local_4-174860-B.wav,cow,data/processed/cow_local_4-174860-B.wav,2.0,22050,local
cow_0027,cow_local_4-181955-A.wav,cow,data/processed/cow_local_4-181955-A.wav,2.0,22050,local
cow_0028,cow_local_4-181955-B.wav,cow,data/processed/cow_local_4-181955-B.wav,2.0,22050,local
cow_0029,cow_local_4-181955-C.wav,cow,data/processed/cow_local_4-181955-C.wav,2.0,22050,local
cow_0030,cow_local_4-213915-A.wav,cow,data/processed/cow_local_4-213915-A.wav,2.0,22050,local
cow_0031,cow_local_4-213915-B.wav,cow,data/processed/cow_local_4-213915-B.wav,2.0,22050,local
cow_0032,cow_local_4-213915-C.wav,cow,data/processed/cow_local_4-213915-C.wav,2.0,22050,local
cow_0033,cow_local_5-194899-A.wav,cow,data/processed/cow_local_5-194899-A.wav,2.0,22050,local
