filename,species,source,origin_label,license,original_ref
local_dog_13 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_13 (2).wav
local_dog_13 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_13 (3).wav
local_dog_14 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_14 (2).wav
local_dog_14 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_14 (3).wav
local_dog_15 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_15 (2).wav
local_dog_15 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_15 (3).wav
local_Dog_15.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_15.wav
local_dog_16 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_16 (2).wav
local_dog_16 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_16 (3).wav
local_Dog_16.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_16.wav
local_dog_17 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_17 (2).wav
local_dog_17 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_17 (3).wav
local_dog_18 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_18 (2).wav
local_dog_19 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_19 (2).wav
local_dog_19 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_19 (3).wav
local_dog_2 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_2 (2).wav
local_dog_20 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_20 (2).wav
local_Dog_20.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_20.wav
local_dog_21 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_21 (2).wav
local_dog_22 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_22 (2).wav
local_dog_22 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_22 (3).wav
local_dog_23 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_23 (2).wav
local_Dog_23.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_23.wav
local_dog_24 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_24 (2).wav
local_dog_24 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_24 (3).wav
local_dog_25 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_25 (2).wav
local_dog_26 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_26 (2).wav
local_dog_27 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_27 (2).wav
local_Dog_27.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_27.wav
local_dog_28 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_28 (2).wav
local_Dog_28.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_28.wav
local_dog_29 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_29 (2).wav
local_dog_29 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_29 (3).wav
local_dog_3 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_3 (2).wav
local_dog_3 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_3 (3).wav
local_dog_30 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_30 (2).wav
local_dog_30 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_30 (3).wav
local_Dog_30.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_30.wav
local_dog_31 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_31 (2).wav
local_dog_31 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_31 (3).wav
local_dog_32 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_32 (2).wav
local_dog_32 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_32 (3).wav
local_Dog_32.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_32.wav
local_dog_33 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_33 (2).wav
local_dog_33 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_33 (3).wav
local_Dog_33.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_33.wav
local_dog_34 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_34 (2).wav
local_dog_35 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_35 (2).wav
local_Dog_35.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_35.wav
local_dog_36 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_36 (2).wav
local_dog_36 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_36 (3).wav
local_dog_37 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_37 (2).wav
local_dog_38 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_38 (2).wav
local_dog_39 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_39 (2).wav
local_Dog_39.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_39.wav
local_dog_4 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_4 (2).wav
local_dog_41 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_41 (2).wav
local_dog_41 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_41 (3).wav
local_dog_42 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_42 (2).wav
local_dog_42 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_42 (3).wav
local_dog_43 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_43 (2).wav
local_dog_43 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_43 (3).wav
local_dog_44 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_44 (2).wav
local_dog_45 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_45 (2).wav
local_Dog_45.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_45.wav
local_Dog_46.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_46.wav
local_dog_5 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_5 (2).wav
local_Dog_5.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_Dog_5.wav
local_dog_6 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_6 (2).wav
local_dog_6 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_6 (3).wav
local_dog_7 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_7 (2).wav
local_dog_7 (3).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_7 (3).wav
local_dog_8 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_8 (2).wav
local_dog_9 (2).wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_dog_9 (2).wav
local_esc50_dog_1-100032-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-100032-A-0.wav
local_esc50_dog_1-110389-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-110389-A-0.wav
local_esc50_dog_1-30226-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-30226-A-0.wav
local_esc50_dog_1-30344-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-30344-A-0.wav
local_esc50_dog_1-32318-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-32318-A-0.wav
local_esc50_dog_1-59513-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-59513-A-0.wav
local_esc50_dog_1-85362-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-85362-A-0.wav
local_esc50_dog_1-97392-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_1-97392-A-0.wav
local_esc50_dog_2-114280-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-114280-A-0.wav
local_esc50_dog_2-114587-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-114587-A-0.wav
local_esc50_dog_2-116400-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-116400-A-0.wav
local_esc50_dog_2-117271-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-117271-A-0.wav
local_esc50_dog_2-118072-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-118072-A-0.wav
local_esc50_dog_2-118964-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-118964-A-0.wav
local_esc50_dog_2-122104-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-122104-A-0.wav
local_esc50_dog_2-122104-B-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_2-122104-B-0.wav
local_esc50_dog_3-136288-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-136288-A-0.wav
local_esc50_dog_3-144028-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-144028-A-0.wav
local_esc50_dog_3-155312-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-155312-A-0.wav
local_esc50_dog_3-157695-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-157695-A-0.wav
local_esc50_dog_3-163459-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-163459-A-0.wav
local_esc50_dog_3-170015-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-170015-A-0.wav
local_esc50_dog_3-180256-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-180256-A-0.wav
local_esc50_dog_3-180977-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_3-180977-A-0.wav
local_esc50_dog_4-182395-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_4-182395-A-0.wav
local_esc50_dog_4-183992-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_4-183992-A-0.wav
local_esc50_dog_4-184575-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_4-184575-A-0.wav
local_esc50_dog_4-191687-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_4-191687-A-0.wav
local_esc50_dog_4-192236-A-0.wav,Dog,balanced7_existing,Dog,mixed-existing,D:\CSDLDPT\data\balanced_raw\Dog\local_esc50_dog_4-192236-A-0.wav
local_B_ANI01_MC_FN_SIM01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_ANI01_MC_FN_SIM01_101.wav
local_B_BRI01_MC_FI_SIM01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_BRI01_MC_FI_SIM01_101.wav
local_B_BRI01_MC_FI_SIM01_202.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_BRI01_MC_FI_SIM01_202.wav
local_B_BRI01_MC_FI_SIM01_303.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_BRI01_MC_FI_SIM01_303.wav
local_B_CAN01_EU_FN_GIA01_102.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_CAN01_EU_FN_GIA01_102.wav
local_B_CAN01_EU_FN_GIA01_105.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_CAN01_EU_FN_GIA01_105.wav
local_B_CAN01_EU_FN_GIA01_310.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_CAN01_EU_FN_GIA01_310.wav
local_B_DAK01_MC_FN_SIM01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_DAK01_MC_FN_SIM01_301.wav
local_B_IND01_EU_FN_ELI01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_IND01_EU_FN_ELI01_103.wav
local_B_IND01_EU_FN_ELI01_202.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_IND01_EU_FN_ELI01_202.wav
local_B_IND01_EU_FN_ELI01_304.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_IND01_EU_FN_ELI01_304.wav
local_B_MAG01_EU_FN_FED01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MAG01_EU_FN_FED01_301.wav
local_B_MAT01_EU_FN_RIT01_204.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MAT01_EU_FN_RIT01_204.wav
local_B_MAT01_EU_FN_RIT01_206.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MAT01_EU_FN_RIT01_206.wav
local_B_MAT01_EU_FN_RIT01_207.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MAT01_EU_FN_RIT01_207.wav
local_B_MIN01_EU_FN_BEN01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MIN01_EU_FN_BEN01_101.wav
local_B_MIN01_EU_FN_BEN01_102.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MIN01_EU_FN_BEN01_102.wav
local_B_MIN01_EU_FN_BEN01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MIN01_EU_FN_BEN01_103.wav
local_B_MIN01_EU_FN_BEN01_104.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_MIN01_EU_FN_BEN01_104.wav
local_B_NIG01_MC_MN_SIM01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_NIG01_MC_MN_SIM01_201.wav
local_B_NUL01_MC_MI_SIM01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_NUL01_MC_MI_SIM01_201.wav
local_B_REG01_EU_FN_GIO01_102.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_REG01_EU_FN_GIO01_102.wav
local_B_SPI01_EU_MN_NAI01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_SPI01_EU_MN_NAI01_101.wav
local_B_WHO01_MC_FI_SIM01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_WHO01_MC_FI_SIM01_103.wav
local_B_WHO01_MC_FI_SIM01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_WHO01_MC_FI_SIM01_201.wav
local_B_WHO01_MC_FI_SIM01_202.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_WHO01_MC_FI_SIM01_202.wav
local_B_WHO01_MC_FI_SIM01_302.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_B_WHO01_MC_FI_SIM01_302.wav
